Id,LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold
5843,85,7200,0,0,1,0,0,5,7,2,0,7,1964,720,2,1,0,0,0,0,1,1629,0,2010
5844,30,9187,1,0,0,0,0,7,8,1,1,5,1993,864,3,1,0,0,0,0,1,2520,0,2008
5845,70,6420,0,0,0,0,1,6,5,1,2,10,1945,1442,3,1,0,0,0,0,1,2207,0,2006
5846,,8176,0,0,1,0,0,8,5,2,1,8,1964,1125,3,1,0,0,0,0,1,1682,0,2006
5847,55,4928,1,0,0,0,0,8,4,1,0,6,1976,768,3,1,0,0,0,0,1,988,0,2006
5848,80,7875,1,0,0,0,0,8,6,1,0,6,1965,1486,3,1,0,0,0,0,1,1720,0,2007
5849,55,13474,1,0,0,0,0,7,9,2,0,7,2005,1430,2,1,0,0,0,0,1,1469,0,2006
5850,60,9600,1,0,0,0,0,6,5,2,0,6,2004,858,2,1,0,0,0,1,0,1108,0,2009
5851,71,12182,0,0,0,0,1,6,5,2,1,8,1924,1073,4,1,0,0,0,1,0,1922,0,2009
5852,70,4456,1,0,0,0,0,7,5,1,1,6,1950,1176,4,1,0,0,0,0,1,1479,0,2009
5853,48,8846,1,0,0,0,0,5,4,1,0,7,1955,1122,3,1,0,0,0,0,1,1204,0,2008
5854,70,9375,1,0,0,0,0,7,7,2,0,11,2005,1375,3,1,0,0,0,0,1,1250,0,2006
5855,80,3182,1,0,0,0,0,5,7,2,0,7,2006,1202,3,1,0,0,0,0,1,1092,0,2007
5856,,9945,1,0,0,0,0,6,7,1,0,5,1993,1248,3,1,0,0,0,0,1,1536,0,2009
5857,,11478,0,0,0,0,1,6,9,2,1,5,2006,813,3,1,0,0,0,0,1,747,0,2008
5858,79,5586,1,0,0,0,0,7,5,1,0,7,1953,1052,3,1,0,0,0,0,1,1317,0,2009
5859,75,22420,1,0,0,0,0,7,6,1,0,6,1925,907,3,1,0,0,0,0,1,752,0,2010
5860,,9180,1,0,0,0,0,6,5,2,1,7,1936,936,2,1,0,0,0,0,1,1707,0,2006
5861,70,15523,1,0,0,0,0,6,5,3,0,4,1994,798,4,1,0,0,0,0,1,1713,0,2008
5862,59,8640,1,0,0,0,0,8,5,2,0,4,1966,0,1,1,0,0,0,0,1,1638,0,2008
5863,,9965,1,0,0,0,0,6,5,1,1,5,1939,848,2,1,0,0,0,0,1,1144,0,2009
5864,65,8521,0,0,0,1,0,9,5,1,1,6,1957,637,3,1,0,0,0,0,1,1716,0,2007
5865,111,11600,0,0,1,0,0,9,5,1,0,8,1963,0,3,1,0,0,0,0,1,1158,0,2006
5866,41,6240,0,0,0,0,1,4,5,1,0,7,1960,686,2,1,0,0,0,0,1,1163,0,2010
5867,,3230,1,0,0,0,0,5,7,2,0,6,1956,0,3,1,0,0,0,0,1,4316,0,2008
5868,60,8462,1,0,0,0,0,7,5,1,1,5,1976,560,2,1,0,0,0,0,1,848,0,2007
5869,,8846,0,0,0,0,1,6,5,1,0,8,2002,1358,2,1,0,0,0,0,1,1855,0,2008
5870,91,9060,1,0,0,0,0,6,5,2,1,7,1993,1234,2,1,0,0,0,0,1,858,0,2008
5871,52,8160,1,0,0,0,0,7,5,3,0,8,1962,794,3,1,0,0,0,0,1,773,0,2009
5872,24,13500,1,0,0,0,0,8,5,2,0,5,1959,1208,3,1,0,0,0,0,1,1588,0,2006
5873,70,7438,1,0,0,0,0,4,5,2,0,6,1972,1084,3,1,0,0,0,0,1,1291,0,2007
5874,85,5400,0,0,0,1,0,6,4,0,0,5,1919,1080,2,1,0,0,0,0,1,1276,0,2006
5875,65,7060,1,0,0,0,0,4,8,1,1,5,1900,964,2,1,0,0,0,0,1,1572,0,2009
5876,85,4400,1,0,0,0,0,6,4,2,0,11,1930,1362,3,1,0,0,0,0,1,1664,0,2009
5877,50,7540,1,0,0,0,0,6,4,1,0,5,2005,723,3,1,0,0,0,0,1,1949,0,2007
5878,80,10141,1,0,0,0,0,5,6,1,1,5,1951,882,2,1,0,0,0,0,1,1922,0,2007
5879,,159000,1,0,0,0,0,1,5,2,0,6,1983,755,2,1,0,0,0,0,1,2256,0,2009
5880,40,9000,1,0,0,0,0,6,5,2,0,5,1930,1225,4,1,0,0,0,0,1,864,0,2009
5881,67,13350,1,0,0,0,0,7,5,1,0,6,1929,1650,4,1,0,0,0,0,1,1728,0,2008
5882,21,8199,0,0,0,1,0,7,5,1,1,8,2000,768,3,1,0,0,0,0,1,1203,0,2009
5883,40,6120,0,0,0,0,1,4,6,1,0,7,1982,1262,3,1,0,0,0,0,1,1520,0,2007
5884,44,3072,1,0,0,0,0,5,6,2,0,6,1954,1362,4,1,0,0,0,0,1,1869,0,2009
5885,80,6292,1,0,0,0,0,5,7,1,0,5,1970,1581,3,1,0,0,0,0,1,1479,0,2006
5886,75,7200,1,0,0,0,0,7,5,1,1,7,2006,840,4,1,0,0,0,0,1,2696,0,2007
5887,,7200,0,1,0,0,0,5,5,1,0,8,1993,654,3,1,0,0,0,0,1,1469,0,2007
5888,50,5062,1,0,0,0,0,4,6,1,0,4,1908,1686,3,1,0,0,0,0,1,904,0,2007
5889,54,21750,0,0,0,0,1,7,5,1,0,5,1931,1200,4,1,0,0,0,1,0,1694,0,2006
5890,78,14536,1,0,0,0,0,6,6,2,0,6,1925,2330,4,1,0,0,0,0,1,864,0,2007
5891,24,5063,1,0,0,0,0,7,6,2,0,9,1980,900,3,1,0,0,0,0,1,3493,0,2009
5892,,13472,1,0,0,0,0,7,6,2,0,7,1925,1104,3,1,0,0,0,0,1,1564,0,2006
5893,80,13907,1,0,0,0,0,7,5,2,0,4,1999,755,3,1,0,0,0,0,1,1216,0,2009
5894,55,8248,1,0,0,0,0,6,6,2,0,8,1998,980,3,0,1,0,0,0,1,1506,0,2007
5895,34,8125,1,0,0,0,0,6,8,2,0,9,1956,660,3,1,0,0,0,0,1,1112,0,2010
5896,60,1680,1,0,0,0,0,6,7,1,1,8,1968,1728,2,1,0,0,0,0,1,1501,0,2007
5897,,6371,1,0,0,0,0,4,7,2,2,6,1977,1145,3,1,0,0,0,0,1,2022,0,2008
5898,24,14006,0,0,0,0,1,5,5,1,1,6,1920,1062,3,1,0,0,0,0,1,968,0,2008
5899,,3182,1,0,0,0,0,5,8,2,0,8,2006,1040,3,1,0,0,0,1,0,334,0,2008
5900,47,12090,1,0,0,0,0,7,5,2,0,8,1936,0,1,1,0,0,0,0,1,1436,0,2009
5901,32,12615,1,0,0,0,0,7,5,1,0,5,1968,1422,2,1,0,0,0,0,1,1400,0,2006
5902,65,14585,1,0,0,0,0,5,6,1,0,11,1949,1800,3,0,1,0,0,0,1,1734,0,2008
5903,,10402,1,0,0,0,0,6,5,1,1,7,1988,1145,4,1,0,0,0,0,1,1414,0,2006
5904,24,5784,0,0,0,1,0,6,5,2,1,8,1930,728,3,1,0,0,0,0,1,752,0,2008
5905,43,5600,1,0,0,0,0,8,1,2,0,6,1924,1040,1,1,0,0,0,0,1,1230,0,2009
5906,70,8012,1,0,0,0,0,10,5,2,0,6,1936,1473,3,1,0,0,0,0,1,1640,0,2008
5907,60,12144,0,0,0,0,1,7,5,2,1,9,1934,1088,3,1,0,0,0,0,1,1040,0,2009
5908,,7314,1,0,0,0,0,5,6,1,1,6,1996,660,4,1,0,0,0,0,1,980,0,2008
5909,60,6435,1,0,0,0,0,6,6,2,1,10,2006,1461,3,1,0,0,0,0,1,1392,0,2008
5910,,8536,1,0,0,0,0,5,6,1,0,6,1963,940,3,1,0,0,0,0,1,1501,0,2008
5911,67,10106,0,0,0,0,1,6,5,1,0,7,1957,1204,5,1,0,0,0,0,1,1039,0,2006
5912,,10141,1,0,0,0,0,8,5,1,1,5,1940,1722,2,1,0,0,0,0,1,720,0,2006
5913,,7018,1,0,0,0,0,6,5,1,0,6,1949,1210,4,1,0,0,0,0,1,2224,0,2007
5914,60,1491,1,0,0,0,0,6,5,1,1,8,2007,641,3,1,0,0,0,0,1,1604,0,2008
5915,50,8125,1,0,0,0,0,6,5,2,0,8,2006,0,3,1,0,0,0,0,1,2291,0,2009
5916,70,8520,1,0,0,0,0,4,5,1,0,8,2009,990,2,1,0,0,0,0,1,987,0,2006
5917,30,10150,0,0,0,0,1,4,5,2,0,5,1953,1145,2,1,0,0,0,0,1,773,0,2010
5918,109,5119,1,0,0,0,0,7,5,2,1,7,1960,1235,2,1,0,0,0,0,1,1717,0,2006
5919,65,10637,1,0,0,0,0,5,6,2,0,7,1932,1029,2,1,0,0,0,0,1,1453,0,2008
5920,51,11924,1,0,0,0,0,5,6,1,0,5,1967,864,3,1,0,0,0,0,1,935,0,2009
5921,24,5687,1,0,0,0,0,8,7,1,1,6,2005,765,3,1,0,0,0,0,1,1077,0,2007
5922,73,7420,0,0,0,0,1,8,9,2,0,5,1971,845,3,1,0,0,0,0,1,1196,0,2006
5923,98,5232,1,0,0,0,0,6,7,2,1,6,1979,1040,1,1,0,0,0,0,1,2090,512,2009
5924,75,11184,1,0,0,0,0,7,7,2,0,8,1931,1032,3,1,0,0,0,0,1,875,0,2006
5925,50,1680,1,0,0,0,0,6,5,1,0,6,1955,596,2,1,0,0,0,0,1,1796,0,2009
5926,,12803,0,0,0,0,1,6,6,2,0,5,1920,1907,3,1,0,0,0,0,1,860,0,2007
5927,60,6420,1,0,0,0,0,7,5,2,0,9,2004,1021,2,1,0,0,0,1,0,1505,0,2009
5928,100,8125,1,0,0,0,0,5,5,2,0,6,2007,1200,2,1,0,0,0,0,1,1502,0,2006
5929,44,3072,1,0,0,0,0,7,8,1,0,6,1928,735,3,1,0,0,0,0,1,1502,0,2006
5930,70,10920,1,0,0,0,0,7,5,2,1,8,1989,768,3,1,0,0,0,0,1,1116,0,2006
5931,50,6060,1,0,0,0,0,4,8,1,0,9,2006,1316,3,1,0,0,0,0,1,813,0,2007
5932,60,8924,1,0,0,0,0,6,6,3,0,7,1986,1299,3,1,0,0,0,0,1,1947,0,2008
5933,70,4282,1,0,0,0,0,7,5,1,1,5,1954,1533,2,1,0,0,0,0,1,2090,0,2009
5934,86,2651,1,0,0,0,0,4,4,2,1,6,2004,894,2,1,0,0,0,0,1,838,0,2010
5935,67,8530,1,0,0,0,0,6,6,2,0,7,1937,1905,2,1,0,0,0,0,1,2046,0,2009
5936,70,8834,1,0,0,0,0,6,5,1,0,7,2005,847,2,1,0,0,0,0,1,1080,0,2009
5937,,8820,1,0,0,0,0,4,7,1,0,8,2009,894,3,1,0,0,0,0,1,1484,0,2009
5938,70,18800,1,0,0,0,0,6,5,2,0,6,1995,1350,3,1,0,0,0,0,1,1200,0,2009
5939,71,10452,1,0,0,0,0,4,5,1,0,9,2004,798,3,1,0,0,0,0,1,1250,0,2009
5940,72,5000,1,0,0,0,0,6,5,1,0,6,2006,926,3,1,0,0,0,0,1,900,0,2008
5941,75,8520,1,0,0,0,0,6,5,2,1,7,2007,1318,2,1,0,0,0,0,1,1365,0,2006
5942,80,15138,1,0,0,0,0,7,7,3,0,8,2004,720,4,1,0,0,0,0,1,1317,0,2007
5943,64,8400,1,0,0,0,0,4,5,2,0,6,1948,928,3,1,0,0,0,1,0,841,0,2007
5944,75,5790,1,0,0,0,0,5,5,1,1,5,1949,1084,2,1,0,0,0,0,1,1651,0,2007
5945,65,7032,1,0,0,0,0,7,5,1,0,8,1961,672,3,0,1,0,0,0,1,1158,0,2008
5946,60,10420,1,0,0,0,0,8,5,1,0,4,2007,870,4,1,0,0,0,0,1,1096,0,2006
5947,55,13350,1,0,0,0,0,4,5,2,0,5,1929,958,2,1,0,0,0,0,1,1904,0,2007
5948,,10125,1,0,0,0,0,6,9,2,0,7,1999,784,3,1,0,0,0,0,1,1073,0,2009
5949,,9803,0,0,0,1,0,5,7,1,1,7,1921,1442,4,1,0,0,0,0,1,999,0,2010
5950,70,10150,1,0,0,0,0,6,1,2,0,7,1928,872,3,1,0,0,0,0,1,1200,0,2007
5951,98,8544,1,0,0,0,0,7,6,1,0,5,1950,755,3,1,0,0,0,0,1,1547,0,2007
5952,88,8402,1,0,0,0,0,7,5,1,1,5,1980,845,3,1,0,0,0,0,1,1986,0,2010
5953,69,10637,1,0,0,0,0,5,5,1,0,7,2007,1372,3,1,0,0,0,0,1,605,0,2006
5954,121,8487,0,0,1,0,0,6,5,2,0,8,2002,585,4,1,0,0,0,0,1,951,0,2006
5955,80,12589,1,0,0,0,0,6,5,2,0,6,2006,784,1,1,0,0,0,0,1,2127,0,2006
5956,65,11050,1,0,0,0,0,6,5,2,0,6,1957,1013,3,1,0,0,0,0,1,1269,0,2008
5957,60,8393,1,0,0,0,0,7,5,2,1,6,1965,1145,2,1,0,0,0,0,1,864,0,2006
5958,105,5000,1,0,0,0,0,5,5,2,0,7,1971,1057,3,1,0,0,0,0,1,1056,0,2009
5959,70,10778,1,0,0,0,0,5,5,1,1,7,1968,720,4,1,0,0,0,0,1,1445,0,2006
5960,60,11250,1,0,0,0,0,5,5,2,1,8,2004,1176,3,1,0,0,0,0,1,1337,0,2007
5961,74,10125,1,0,0,0,0,8,6,1,1,6,2009,1040,2,1,0,0,0,0,1,1682,0,2008
5962,70,8400,1,0,0,0,0,6,7,2,0,8,1967,1040,3,1,0,0,0,0,1,2320,0,2007
5963,,11241,1,0,0,0,0,5,9,1,1,6,1958,684,3,1,0,0,0,0,1,1494,0,2007
5964,,5119,0,0,1,0,0,10,6,1,1,7,1970,2046,2,1,0,0,0,0,1,1416,0,2009
5965,50,12702,1,0,0,0,0,5,6,1,1,9,1993,1517,4,1,0,0,0,0,1,1786,0,2006
5966,,10594,0,0,0,0,1,5,5,1,1,5,2004,1728,2,1,0,0,0,1,0,1244,0,2008
5967,70,14154,1,0,0,0,0,5,5,1,0,5,1970,943,3,1,0,0,0,1,0,1626,0,2008
5968,,22950,1,0,0,0,0,7,5,2,1,4,1984,951,3,1,0,0,0,0,1,1131,0,2008
5969,36,9900,1,0,0,0,0,4,6,2,1,7,1927,1088,2,1,0,0,0,0,1,1073,0,2008
5970,55,3922,1,0,0,0,0,5,4,2,1,6,2003,702,3,1,0,0,0,0,1,1003,0,2006
5971,36,4426,1,0,0,0,0,6,5,2,0,7,1949,756,4,1,0,0,0,0,1,1196,0,2007
5972,76,8400,1,0,0,0,0,7,4,1,0,5,2004,462,3,1,0,0,0,0,1,981,0,2010
5973,,10402,0,0,0,1,0,5,7,1,0,6,1950,1777,4,1,0,0,0,0,1,1108,0,2006
5974,75,9066,1,0,0,0,0,5,6,2,1,5,1990,870,4,1,0,0,0,0,1,1855,0,2007
5975,70,9100,1,0,0,0,0,8,5,1,1,6,1990,1156,0,1,0,0,0,0,1,1839,0,2006
5976,57,10140,1,0,0,0,0,5,5,1,1,4,1996,970,3,1,0,0,0,0,1,1375,0,2007
5977,80,24090,0,0,0,0,1,6,5,2,1,5,1968,945,3,1,0,0,0,0,1,1560,0,2009
5978,60,10141,0,0,0,0,1,7,5,2,0,6,1993,1063,3,1,0,0,0,0,1,1440,0,2010
5979,,21695,1,0,0,0,0,7,5,1,0,5,1934,2392,5,1,0,0,0,0,1,1629,0,2007
5980,,4224,1,0,0,0,0,6,8,1,0,7,1938,1560,3,1,0,0,0,0,1,616,0,2010
5981,70,31770,0,0,0,0,1,6,5,1,0,6,1972,1203,2,1,0,0,0,0,1,1430,0,2008
5982,75,4274,1,0,0,0,0,7,5,1,0,6,2009,1698,3,1,0,0,0,0,1,1056,0,2006
5983,50,8366,1,0,0,0,0,5,5,1,0,6,1950,860,4,1,0,0,0,0,1,1204,0,2006
5984,60,9170,1,0,0,0,0,8,5,2,1,6,2004,1094,3,1,0,0,0,0,1,2153,0,2006
5985,97,8462,0,0,0,0,1,5,5,2,0,7,1924,744,8,1,0,0,0,0,1,1641,0,2006
5986,,8125,1,0,0,0,0,5,6,1,1,7,1968,858,3,1,0,0,0,0,1,1559,0,2006
5987,65,11075,1,0,0,0,0,6,6,2,1,8,1994,1588,3,1,0,0,0,0,1,1110,0,2008
5988,70,3182,1,0,0,0,0,6,5,2,1,8,1985,940,3,1,0,0,0,0,1,1269,0,2009
5989,62,4671,1,0,0,0,0,6,5,2,1,6,1955,672,3,1,0,0,0,0,1,3395,0,2007
5990,71,9020,1,0,0,0,0,5,7,1,0,5,1950,616,2,1,0,0,0,0,1,1484,0,2008
5991,63,6000,1,0,0,0,0,6,4,1,1,7,1955,0,3,1,0,0,0,0,1,2324,0,2007
5992,60,11425,1,0,0,0,0,4,5,1,1,7,1965,967,3,1,0,0,0,0,1,747,0,2010
5993,104,9382,0,0,0,0,1,9,5,1,1,6,2002,825,3,1,0,0,0,0,1,1053,0,2009
5994,,8012,1,0,0,0,0,5,5,1,0,8,1988,1084,4,1,0,0,0,0,1,1894,0,2009
5995,,9360,1,0,0,0,0,5,5,1,0,5,1976,1078,3,1,0,0,0,0,1,884,0,2009
5996,60,6762,1,0,0,0,0,5,5,2,1,7,1953,1010,4,1,0,0,0,0,1,1069,0,2007
5997,,9450,1,0,0,0,0,6,5,1,1,7,2004,855,2,1,0,0,0,0,1,1337,0,2008
5998,,9786,1,0,0,0,0,7,5,1,1,4,1959,756,3,1,0,0,0,0,1,1616,0,2008
5999,43,8320,1,0,0,0,0,5,6,2,0,7,1961,1573,1,1,0,0,0,0,1,1214,0,2008
6000,94,8246,1,0,0,0,0,8,5,1,1,10,1970,1364,5,1,0,0,0,0,1,1640,0,2010
6001,60,11639,1,0,0,0,0,5,5,1,0,8,1940,1728,3,1,0,0,0,0,1,987,0,2008
6002,74,7800,1,0,0,0,0,5,5,1,1,7,1984,1145,3,1,0,0,0,0,1,1482,0,2010
6003,45,8366,0,0,0,1,0,7,5,2,0,7,1954,649,3,1,0,0,0,0,1,2022,0,2008
6004,,10437,1,0,0,0,0,6,5,1,0,7,2003,1720,3,1,0,0,0,0,1,1097,0,2009
6005,55,9900,1,0,0,0,0,5,5,2,0,7,1976,0,3,1,0,0,0,0,1,1779,0,2007
6006,74,10918,1,0,0,0,0,8,7,1,1,4,2005,768,2,1,0,0,0,0,1,1526,0,2008
6007,86,7800,1,0,0,0,0,8,6,2,0,7,1966,1200,2,1,0,0,0,0,1,912,0,2006
6008,78,9464,1,0,0,0,0,6,7,1,0,6,1977,1766,3,1,0,0,0,1,0,1668,0,2007
6009,50,12735,0,0,0,0,1,6,5,2,0,8,2007,1484,4,1,0,0,0,0,1,1944,0,2009
6010,50,9056,1,0,0,0,0,5,5,1,1,7,1920,855,3,1,0,0,0,0,1,1041,0,2007
6011,105,8462,1,0,0,0,0,5,7,2,0,6,2006,876,3,1,0,0,0,0,1,1602,0,2009
6012,39,6324,1,0,0,0,0,8,5,1,0,6,2006,1013,4,1,0,0,0,0,1,789,0,2006
6013,63,7313,1,0,0,0,0,7,7,2,1,7,1949,1267,4,1,0,0,0,0,1,1040,0,2008
6014,115,8737,1,0,0,0,0,6,5,1,0,4,1978,925,3,1,0,0,0,0,1,1437,0,2006
6015,80,7000,1,0,0,0,0,5,6,1,0,7,2002,971,3,1,0,0,0,0,1,2403,0,2009
6016,107,9000,1,0,0,0,0,8,5,1,1,10,1960,1362,3,1,0,0,0,0,1,1750,0,2007
6017,24,3182,1,0,0,0,0,6,5,2,0,6,1995,1424,3,1,0,0,0,0,1,1306,0,2007
6018,50,7200,0,1,0,0,0,7,8,2,0,6,2004,630,3,1,0,0,0,0,1,1839,0,2008
6019,85,8767,1,0,0,0,0,4,5,1,0,4,2007,1125,3,1,0,0,0,0,1,1960,0,2007
6020,68,10769,0,0,0,0,1,7,5,1,1,5,1972,1316,3,1,0,0,0,0,1,1145,0,2006
6021,60,2001,1,0,0,0,0,6,4,1,2,14,2004,1065,3,1,0,0,0,0,1,752,0,2010
6022,65,10625,1,0,0,0,0,6,4,1,1,9,1954,855,4,1,0,0,0,0,1,1068,0,2007
6023,112,10125,1,0,0,0,0,7,5,2,0,7,2006,1069,4,1,0,0,0,0,1,3222,0,2007
6024,65,7332,1,0,0,0,0,8,5,2,1,7,1915,0,3,1,0,0,0,0,1,1709,0,2010
6025,,10625,1,0,0,0,0,7,6,2,1,5,1936,1176,3,1,0,0,0,1,0,2134,0,2007
6026,,3072,1,0,0,0,0,7,5,1,0,5,1945,1028,3,1,0,0,0,0,1,1844,0,2009
6027,74,7861,1,0,0,0,0,7,5,2,0,8,1950,755,3,1,0,0,0,0,1,1796,0,2009
6028,,164660,1,0,0,0,0,7,7,2,0,9,2004,970,2,0,1,0,0,0,1,1691,0,2008
6029,87,7200,1,0,0,0,0,6,5,2,1,9,2000,715,3,1,0,0,0,0,1,1709,0,2007
6030,75,5400,1,0,0,0,0,6,5,2,1,4,1977,1228,3,1,0,0,0,0,1,1214,0,2007
6031,80,7658,1,0,0,0,0,8,5,1,1,6,1997,1161,2,1,0,0,0,0,1,1471,0,2009
6032,88,13286,1,0,0,0,0,7,8,2,1,5,1924,680,4,1,0,0,0,0,1,800,0,2009
6033,49,6911,0,0,0,0,1,4,5,1,0,7,1920,2444,3,1,0,0,0,0,1,784,0,2010
6034,68,3182,1,0,0,0,0,5,4,2,0,6,1968,1518,3,1,0,0,0,0,1,4316,0,2006
6035,65,6120,1,0,0,0,0,6,5,0,0,5,1968,832,2,1,0,0,0,0,1,1440,0,2008
6036,67,10402,0,0,0,1,0,7,8,2,0,6,2008,816,3,1,0,0,0,0,1,1383,0,2009
6037,70,8125,1,0,0,0,0,4,6,1,0,6,1964,950,3,1,0,0,0,0,1,987,0,2009
6038,36,5520,1,0,0,0,0,6,5,2,0,8,1957,729,2,1,0,0,0,0,1,1478,0,2006
6039,21,7590,1,0,0,0,0,6,5,1,0,11,2006,1856,2,1,0,0,0,0,1,1200,0,2007
6040,60,7446,0,0,0,1,0,5,5,1,0,6,2006,1299,3,1,0,0,0,0,1,3228,0,2007
6041,95,8450,1,0,0,0,0,6,5,1,0,7,1910,672,2,1,0,0,0,0,1,1474,0,2006
6042,24,9020,1,0,0,0,0,7,5,2,1,5,1934,1040,1,1,0,0,0,0,1,1554,0,2006
6043,66,8120,1,0,0,0,0,8,5,2,0,8,1940,700,3,1,0,0,0,0,1,1646,0,2007
6044,,7180,1,0,0,0,0,6,6,1,0,6,1939,876,3,1,0,0,0,0,1,1652,0,2008
6045,,8068,0,0,0,0,1,6,5,2,1,7,1954,1214,3,1,0,0,0,1,0,2149,0,2009
6046,50,10400,1,0,0,0,0,8,5,1,0,5,1970,912,2,1,0,0,0,0,1,988,0,2006
6047,47,11694,1,0,0,0,0,9,6,1,1,7,1973,1580,3,1,0,0,0,0,1,2035,0,2010
6048,45,8402,1,0,0,0,0,7,7,1,0,7,1969,1473,3,1,0,0,0,0,1,936,0,2006
6049,,9786,1,0,0,0,0,7,6,1,1,6,1997,971,3,1,0,0,0,0,1,1389,0,2006
6050,86,7560,1,0,0,0,0,5,5,1,0,7,1977,660,2,1,0,0,0,0,1,1721,0,2007
6051,53,7500,1,0,0,0,0,7,5,2,0,8,2004,793,1,1,0,0,0,0,1,1301,0,2009
6052,21,17043,1,0,0,0,0,8,6,2,1,6,1954,1039,2,1,0,0,0,0,1,1768,0,2006
6053,52,7000,0,0,0,0,1,8,5,2,1,6,2003,1728,2,1,0,0,0,0,1,1472,0,2007
6054,80,7472,1,0,0,0,0,5,8,2,1,10,2007,673,3,1,0,0,0,0,1,1644,0,2006
6055,66,5784,1,0,0,0,0,7,5,2,0,8,1923,1053,4,1,0,0,0,0,1,1779,0,2009
6056,57,21453,1,0,0,0,0,5,5,1,0,7,1984,572,1,1,0,0,0,0,1,1344,0,2006
6057,60,2522,1,0,0,0,0,6,5,2,1,6,1975,755,3,1,0,0,0,0,1,2504,0,2009
6058,24,11340,1,0,0,0,0,6,5,2,0,5,1960,1264,3,1,0,0,0,1,0,1167,0,2007
6059,82,2289,0,0,0,0,1,8,7,1,1,6,1996,1425,3,1,0,0,0,0,1,1939,0,2008
6060,60,8544,1,0,0,0,0,5,5,3,0,6,1946,1117,3,1,0,0,0,0,1,1215,0,2009
6061,60,9600,1,0,0,0,0,6,5,1,1,5,2005,1373,4,1,0,0,0,0,1,1236,0,2006
6062,75,7207,1,0,0,0,0,7,4,1,1,8,1998,1204,4,1,0,0,0,0,1,1425,0,2007
6063,80,10041,1,0,0,0,0,6,7,2,0,5,2006,1440,3,1,0,0,0,0,1,2110,0,2009
6064,36,8521,1,0,0,0,0,5,9,2,0,4,2005,1120,1,1,0,0,0,0,1,1056,0,2008
6065,24,12144,1,0,0,0,0,5,8,2,0,8,1995,802,4,1,0,0,0,0,1,912,0,2010
6066,107,6629,1,0,0,0,0,7,5,1,0,8,2006,1190,3,1,0,0,0,0,1,1057,0,2007
6067,65,10011,1,0,0,0,0,6,6,0,1,6,1987,1208,3,1,0,0,0,0,1,1801,0,2007
6068,,8450,1,0,0,0,0,6,5,2,1,8,1997,540,3,1,0,0,0,0,1,980,0,2006
6069,60,10800,1,0,0,0,0,5,4,2,1,4,1984,876,4,1,0,0,0,0,1,1962,0,2009
6070,55,8633,1,0,0,0,0,6,5,2,1,5,1985,1248,3,1,0,0,0,0,1,1526,0,2008
6071,55,9000,0,0,0,0,1,6,5,2,0,5,1880,848,2,1,0,0,0,0,1,1362,0,2008
6072,,10380,1,0,0,0,0,9,5,2,0,5,1999,1078,3,1,0,0,0,0,1,1694,0,2006
6073,86,9248,1,0,0,0,0,7,5,1,2,7,2000,1442,3,1,0,0,0,0,1,1349,0,2006
6074,,8314,1,0,0,0,0,10,7,2,0,7,1971,793,3,1,0,0,0,0,1,1234,0,2006
6075,75,7200,1,0,0,0,0,6,5,2,1,6,1977,992,2,1,0,0,0,0,1,2158,0,2009
6076,,8125,1,0,0,0,0,7,6,2,0,6,1970,483,3,1,0,0,0,0,1,1428,0,2007
6077,59,13300,1,0,0,0,0,5,7,2,1,5,1937,1056,3,1,0,0,0,0,1,860,0,2007
6078,62,10200,1,0,0,0,0,7,5,2,0,10,1915,630,2,0,1,0,0,0,1,1509,0,2008
6079,82,10800,1,0,0,0,0,7,5,1,0,6,1926,626,3,1,0,0,0,0,1,2046,0,2006
6080,,9200,1,0,0,0,0,4,5,1,0,6,1983,1158,2,1,0,0,0,0,1,1120,0,2008
6081,70,11404,1,0,0,0,0,7,7,1,0,7,1923,840,4,1,0,0,0,0,1,1458,0,2007
6082,60,8520,1,0,0,0,0,5,5,1,1,6,1970,876,2,1,0,0,0,0,1,1790,0,2008
6083,71,11475,1,0,0,0,0,5,7,1,0,5,1998,1922,3,1,0,0,0,0,1,1062,0,2009
6084,44,8544,1,0,0,0,0,3,5,0,1,6,2005,855,3,1,0,0,0,0,1,1385,0,2009
6085,65,17600,1,0,0,0,0,8,8,1,1,7,2002,980,6,1,0,0,0,0,1,912,0,2009
6086,60,8089,1,0,0,0,0,6,6,1,0,8,2001,588,3,1,0,0,0,0,1,767,0,2010
6087,42,15750,1,0,0,0,0,7,8,1,0,4,1978,1566,3,1,0,0,0,0,1,1472,0,2008
6088,104,8400,1,0,0,0,0,7,5,2,0,5,1962,894,3,1,0,0,0,0,1,1109,0,2006
6089,64,8160,0,0,0,0,1,9,7,1,1,8,1997,975,4,1,0,0,0,0,1,1496,0,2007
6090,88,10125,1,0,0,0,0,5,5,1,0,7,2009,750,5,1,0,0,0,0,1,1306,0,2010
6091,100,9490,1,0,0,0,0,6,6,2,1,6,1951,884,1,1,0,0,0,0,1,1285,0,2009
6092,,7875,1,0,0,0,0,4,5,2,0,4,1972,836,2,1,0,0,0,1,0,1319,0,2009
